cell_id,min_lon,max_lon,min_lat,max_lat,centroid_lon,centroid_lat
c88,78.19999999999999,78.29999999999998,31.20000000000004,31.30000000000004,78.24999999999999,31.25000000000004
c89,78.19999999999999,78.29999999999998,31.30000000000004,31.40000000000004,78.24999999999999,31.35000000000004
c90,78.19999999999999,78.29999999999998,31.40000000000004,31.500000000000043,78.24999999999999,31.450000000000042
c91,78.29999999999998,78.39999999999998,28.5,28.6,78.34999999999998,28.55
c92,78.29999999999998,78.39999999999998,28.6,28.700000000000003,78.34999999999998,28.650000000000002
c93,78.29999999999998,78.39999999999998,28.700000000000003,28.800000000000004,78.34999999999998,28.750000000000004
c94,78.29999999999998,78.39999999999998,28.800000000000004,28.900000000000006,78.34999999999998,28.850000000000005
c95,78.29999999999998,78.39999999999998,28.900000000000006,29.000000000000007,78.34999999999998,28.950000000000006
c96,78.29999999999998,78.39999999999998,29.000000000000007,29.10000000000001,78.34999999999998,29.050000000000008
c97,78.29999999999998,78.39999999999998,29.10000000000001,29.20000000000001,78.34999999999998,29.15000000000001
c98,78.29999999999998,78.39999999999998,29.20000000000001,29.30000000000001,78.34999999999998,29.25000000000001
c99,78.29999999999998,78.39999999999998,29.30000000000001,29.400000000000013,78.34999999999998,29.350000000000012
c100,78.29999999999998,78.39999999999998,29.400000000000013,29.500000000000014,78.34999999999998,29.450000000000014
c101,78.29999999999998,78.39999999999998,29.500000000000014,29.600000000000016,78.34999999999998,29.550000000000015
c102,78.29999999999998,78.39999999999998,29.600000000000016,29.700000000000017,78.34999999999998,29.650000000000016
c103,78.29999999999998,78.39999999999998,29.700000000000017,29.80000000000002,78.34999999999998,29.750000000000018
c104,78.29999999999998,78.39999999999998,29.80000000000002,29.90000000000002,78.34999999999998,29.85000000000002
c105,78.29999999999998,78.39999999999998,29.90000000000002,30.00000000000002,78.34999999999998,29.95000000000002
c106,78.29999999999998,78.39999999999998,30.00000000000002,30.100000000000023,78.34999999999998,30.050000000000022
c107,78.29999999999998,78.39999999999998,30.100000000000023,30.200000000000024,78.34999999999998,30.150000000000023
c108,78.29999999999998,78.39999999999998,30.200000000000024,30.300000000000026,78.34999999999998,30.250000000000025
c109,78.29999999999998,78.39999999999998,30.300000000000026,30.400000000000027,78.34999999999998,30.350000000000026
c110,78.29999999999998,78.39999999999998,30.400000000000027,30.50000000000003,78.34999999999998,30.450000000000028
c111,78.29999999999998,78.39999999999998,30.50000000000003,30.60000000000003,78.34999999999998,30.55000000000003
c112,78.29999999999998,78.39999999999998,30.60000000000003,30.70000000000003,78.34999999999998,30.65000000000003
c113,78.29999999999998,78.39999999999998,30.70000000000003,30.800000000000033,78.34999999999998,30.750000000000032
c114,78.29999999999998,78.39999999999998,30.800000000000033,30.900000000000034,78.34999999999998,30.850000000000033
c115,78.29999999999998,78.39999999999998,30.900000000000034,31.000000000000036,78.34999999999998,30.950000000000035
c116,78.29999999999998,78.39999999999998,31.000000000000036,31.100000000000037,78.34999999999998,31.050000000000036
c117,78.29999999999998,78.39999999999998,31.100000000000037,31.20000000000004,78.34999999999998,31.150000000000038
c118,78.29999999999998,78.39999999999998,31.20000000000004,31.30000000000004,78.34999999999998,31.25000000000004
c119,78.29999999999998,78.39999999999998,31.30000000000004,31.40000000000004,78.34999999999998,31.35000000000004
c120,78.29999999999998,78.39999999999998,31.40000000000004,31.500000000000043,78.34999999999998,31.450000000000042
c121,78.39999999999998,78.49999999999997,28.5,28.6,78.44999999999997,28.55
c122,78.39999999999998,78.49999999999997,28.6,28.700000000000003,78.44999999999997,28.650000000000002
c123,78.39999999999998,78.49999999999997,28.700000000000003,28.800000000000004,78.44999999999997,28.750000000000004
c124,78.39999999999998,78.49999999999997,28.800000000000004,28.900000000000006,78.44999999999997,28.850000000000005
c125,78.39999999999998,78.49999999999997,28.900000000000006,29.000000000000007,78.44999999999997,28.950000000000006
c126,78.39999999999998,78.49999999999997,29.000000000000007,29.10000000000001,78.44999999999997,29.050000000000008
c127,78.39999999999998,78.49999999999997,29.10000000000001,29.20000000000001,78.44999999999997,29.15000000000001
c128,78.39999999999998,78.49999999999997,29.20000000000001,29.30000000000001,78.44999999999997,29.25000000000001
c129,78.39999999999998,78.49999999999997,29.30000000000001,29.400000000000013,78.44999999999997,29.350000000000012
c130,78.39999999999998,78.49999999999997,29.400000000000013,29.500000000000014,78.44999999999997,29.450000000000014
c131,78.39999999999998,78.49999999999997,29.500000000000014,29.600000000000016,78.44999999999997,29.550000000000015
c132,78.39999999999998,78.49999999999997,29.600000000000016,29.700000000000017,78.44999999999997,29.650000000000016
c133,78.39999999999998,78.49999999999997,29.700000000000017,29.80000000000002,78.44999999999997,29.750000000000018
c134,78.39999999999998,78.49999999999997,29.80000000000002,29.90000000000002,78.44999999999997,29.85000000000002
c135,78.39999999999998,78.49999999999997,29.90000000000002,30.00000000000002,78.44999999999997,29.95000000000002
c136,78.39999999999998,78.49999999999997,30.00000000000002,30.100000000000023,78.44999999999997,30.050000000000022
c137,78.39999999999998,78.49999999999997,30.100000000000023,30.200000000000024,78.44999999999997,30.150000000000023
c138,78.39999999999998,78.49999999999997,30.200000000000024,30.300000000000026,78.44999999999997,30.250000000000025
c139,78.39999999999998,78.49999999999997,30.300000000000026,30.400000000000027,78.44999999999997,30.350000000000026
c140,78.39999999999998,78.49999999999997,30.400000000000027,30.50000000000003,78.44999999999997,30.450000000000028
c141,78.39999999999998,78.49999999999997,30.50000000000003,30.60000000000003,78.44999999999997,30.55000000000003
c142,78.39999999999998,78.49999999999997,30.60000000000003,30.70000000000003,78.44999999999997,30.65000000000003
c143,78.39999999999998,78.49999999999997,30.70000000000003,30.800000000000033,78.44999999999997,30.750000000000032
c144,78.39999999999998,78.49999999999997,30.800000000000033,30.900000000000034,78.44999999999997,30.850000000000033
c145,78.39999999999998,78.49999999999997,30.900000000000034,31.000000000000036,78.44999999999997,30.950000000000035
c146,78.39999999999998,78.49999999999997,31.000000000000036,31.100000000000037,78.44999999999997,31.050000000000036
c147,78.39999999999998,78.49999999999997,31.100000000000037,31.20000000000004,78.44999999999997,31.150000000000038
c148,78.39999999999998,78.49999999999997,31.20000000000004,31.30000000000004,78.44999999999997,31.25000000000004
c149,78.39999999999998,78.49999999999997,31.30000000000004,31.40000000000004,78.44999999999997,31.35000000000004
c150,78.39999999999998,78.49999999999997,31.40000000000004,31.500000000000043,78.44999999999997,31.450000000000042
c151,78.49999999999997,78.59999999999997,28.5,28.6,78.54999999999997,28.55
c152,78.49999999999997,78.59999999999997,28.6,28.700000000000003,78.54999999999997,28.650000000000002
c153,78.49999999999997,78.59999999999997,28.700000000000003,28.800000000000004,78.54999999999997,28.750000000000004
c154,78.49999999999997,78.59999999999997,28.800000000000004,28.900000000000006,78.54999999999997,28.850000000000005
c155,78.49999999999997,78.59999999999997,28.900000000000006,29.000000000000007,78.54999999999997,28.950000000000006
c156,78.49999999999997,78.59999999999997,29.000000000000007,29.10000000000001,78.54999999999997,29.050000000000008
c157,78.49999999999997,78.59999999999997,29.10000000000001,29.20000000000001,78.54999999999997,29.15000000000001
c158,78.49999999999997,78.59999999999997,29.20000000000001,29.30000000000001,78.54999999999997,29.25000000000001
c159,78.49999999999997,78.59999999999997,29.30000000000001,29.400000000000013,78.54999999999997,29.350000000000012
c160,78.49999999999997,78.59999999999997,29.400000000000013,29.500000000000014,78.54999999999997,29.450000000000014
c161,78.49999999999997,78.59999999999997,29.500000000000014,29.600000000000016,78.54999999999997,29.550000000000015
c162,78.49999999999997,78.59999999999997,29.600000000000016,29.700000000000017,78.54999999999997,29.650000000000016
c163,78.49999999999997,78.59999999999997,29.700000000000017,29.80000000000002,78.54999999999997,29.750000000000018
c164,78.49999999999997,78.59999999999997,29.80000000000002,29.90000000000002,78.54999999999997,29.85000000000002
c165,78.49999999999997,78.59999999999997,29.90000000000002,30.00000000000002,78.54999999999997,29.95000000000002
c166,78.49999999999997,78.59999999999997,30.00000000000002,30.100000000000023,78.54999999999997,30.050000000000022
c167,78.49999999999997,78.59999999999997,30.100000000000023,30.200000000000024,78.54999999999997,30.150000000000023
c168,78.49999999999997,78.59999999999997,30.200000000000024,30.300000000000026,78.54999999999997,30.250000000000025
c169,78.49999999999997,78.59999999999997,30.300000000000026,30.400000000000027,78.54999999999997,30.350000000000026
c170,78.49999999999997,78.59999999999997,30.400000000000027,30.50000000000003,78.54999999999997,30.450000000000028
c171,78.49999999999997,78.59999999999997,30.50000000000003,30.60000000000003,78.54999999999997,30.55000000000003
c172,78.49999999999997,78.59999999999997,30.60000000000003,30.70000000000003,78.54999999999997,30.65000000000003
c173,78.49999999999997,78.59999999999997,30.70000000000003,30.800000000000033,78.54999999999997,30.750000000000032
c174,78.49999999999997,78.59999999999997,30.800000000000033,30.900000000000034,78.54999999999997,30.850000000000033
c175,78.49999999999997,78.59999999999997,30.900000000000034,31.000000000000036,78.54999999999997,30.950000000000035
c176,78.49999999999997,78.59999999999997,31.000000000000036,31.100000000000037,78.54999999999997,31.050000000000036
c177,78.49999999999997,78.59999999999997,31.100000000000037,31.20000000000004,78.54999999999997,31.150000000000038
c178,78.49999999999997,78.59999999999997,31.20000000000004,31.30000000000004,78.54999999999997,31.25000000000004
c179,78.49999999999997,78.59999999999997,31.30000000000004,31.40000000000004,78.54999999999997,31.35000000000004
c180,78.49999999999997,78.59999999999997,31.40000000000004,31.500000000000043,78.54999999999997,31.450000000000042
c181,78.59999999999997,78.69999999999996,28.5,28.6,78.64999999999996,28.55
c182,78.59999999999997,78.69999999999996,28.6,28.700000000000003,78.64999999999996,28.650000000000002
c183,78.59999999999997,78.69999999999996,28.700000000000003,28.800000000000004,78.64999999999996,28.750000000000004
c184,78.59999999999997,78.69999999999996,28.800000000000004,28.900000000000006,78.64999999999996,28.850000000000005
c185,78.59999999999997,78.69999999999996,28.900000000000006,29.000000000000007,78.64999999999996,28.950000000000006
c186,78.59999999999997,78.69999999999996,29.000000000000007,29.10000000000001,78.64999999999996,29.050000000000008
c187,78.59999999999997,78.69999999999996,29.10000000000001,29.20000000000001,78.64999999999996,29.15000000000001
c188,78.59999999999997,78.69999999999996,29.20000000000001,29.30000000000001,78.64999999999996,29.25000000000001
c189,78.59999999999997,78.69999999999996,29.30000000000001,29.400000000000013,78.64999999999996,29.350000000000012
c190,78.59999999999997,78.69999999999996,29.400000000000013,29.500000000000014,78.64999999999996,29.450000000000014
c191,78.59999999999997,78.69999999999996,29.500000000000014,29.600000000000016,78.64999999999996,29.550000000000015
c192,78.59999999999997,78.69999999999996,29.600000000000016,29.700000000000017,78.64999999999996,29.650000000000016
c193,78.59999999999997,78.69999999999996,29.700000000000017,29.80000000000002,78.64999999999996,29.750000000000018
c194,78.59999999999997,78.69999999999996,29.80000000000002,29.90000000000002,78.64999999999996,29.85000000000002
c195,78.59999999999997,78.69999999999996,29.90000000000002,30.00000000000002,78.64999999999996,29.95000000000002
c196,78.59999999999997,78.69999999999996,30.00000000000002,30.100000000000023,78.64999999999996,30.050000000000022
c197,78.59999999999997,78.69999999999996,30.100000000000023,30.200000000000024,78.64999999999996,30.150000000000023
c198,78.59999999999997,78.69999999999996,30.200000000000024,30.300000000000026,78.64999999999996,30.250000000000025
c199,78.59999999999997,78.69999999999996,30.300000000000026,30.400000000000027,78.64999999999996,30.350000000000026
c200,78.59999999999997,78.69999999999996,30.400000000000027,30.50000000000003,78.64999999999996,30.450000000000028
c201,78.59999999999997,78.69999999999996,30.50000000000003,30.60000000000003,78.64999999999996,30.55000000000003
c202,78.59999999999997,78.69999999999996,30.60000000000003,30.70000000000003,78.64999999999996,30.65000000000003
c203,78.59999999999997,78.69999999999996,30.70000000000003,30.800000000000033,78.64999999999996,30.750000000000032
c204,78.59999999999997,78.69999999999996,30.800000000000033,30.900000000000034,78.64999999999996,30.850000000000033
c205,78.59999999999997,78.69999999999996,30.900000000000034,31.000000000000036,78.64999999999996,30.950000000000035
c206,78.59999999999997,78.69999999999996,31.000000000000036,31.100000000000037,78.64999999999996,31.050000000000036
c207,78.59999999999997,78.69999999999996,31.100000000000037,31.20000000000004,78.64999999999996,31.150000000000038
c208,78.59999999999997,78.69999999999996,31.20000000000004,31.30000000000004,78.64999999999996,31.25000000000004
c209,78.59999999999997,78.69999999999996,31.30000000000004,31.40000000000004,78.64999999999996,31.35000000000004
c210,78.59999999999997,78.69999999999996,31.40000000000004,31.500000000000043,78.64999999999996,31.450000000000042
c211,78.69999999999996,78.79999999999995,28.5,28.6,78.74999999999996,28.55
c212,78.69999999999996,78.79999999999995,28.6,28.700000000000003,78.74999999999996,28.650000000000002
c213,78.69999999999996,78.79999999999995,28.700000000000003,28.800000000000004,78.74999999999996,28.750000000000004
c214,78.69999999999996,78.79999999999995,28.800000000000004,28.900000000000006,78.74999999999996,28.850000000000005
c215,78.69999999999996,78.79999999999995,28.900000000000006,29.000000000000007,78.74999999999996,28.950000000000006
c216,78.69999999999996,78.79999999999995,29.000000000000007,29.10000000000001,78.74999999999996,29.050000000000008
c217,78.69999999999996,78.79999999999995,29.10000000000001,29.20000000000001,78.74999999999996,29.15000000000001
c218,78.69999999999996,78.79999999999995,29.20000000000001,29.30000000000001,78.74999999999996,29.25000000000001
c219,78.69999999999996,78.79999999999995,29.30000000000001,29.400000000000013,78.74999999999996,29.350000000000012
c220,78.69999999999996,78.79999999999995,29.400000000000013,29.500000000000014,78.74999999999996,29.450000000000014
c221,78.69999999999996,78.79999999999995,29.500000000000014,29.600000000000016,78.74999999999996,29.550000000000015
c222,78.69999999999996,78.79999999999995,29.600000000000016,29.700000000000017,78.74999999999996,29.650000000000016
c223,78.69999999999996,78.79999999999995,29.700000000000017,29.80000000000002,78.74999999999996,29.750000000000018
c224,78.69999999999996,78.79999999999995,29.80000000000002,29.90000000000002,78.74999999999996,29.85000000000002
c225,78.69999999999996,78.79999999999995,29.90000000000002,30.00000000000002,78.74999999999996,29.95000000000002
c226,78.69999999999996,78.79999999999995,30.00000000000002,30.100000000000023,78.74999999999996,30.050000000000022
c227,78.69999999999996,78.79999999999995,30.100000000000023,30.200000000000024,78.74999999999996,30.150000000000023
c228,78.69999999999996,78.79999999999995,30.200000000000024,30.300000000000026,78.74999999999996,30.250000000000025
c229,78.69999999999996,78.79999999999995,30.300000000000026,30.400000000000027,78.74999999999996,30.350000000000026
c230,78.69999999999996,78.79999999999995,30.400000000000027,30.50000000000003,78.74999999999996,30.450000000000028
c231,78.69999999999996,78.79999999999995,30.50000000000003,30.60000000000003,78.74999999999996,30.55000000000003
c232,78.69999999999996,78.79999999999995,30.60000000000003,30.70000000000003,78.74999999999996,30.65000000000003
c233,78.69999999999996,78.79999999999995,30.70000000000003,30.800000000000033,78.74999999999996,30.750000000000032
c234,78.69999999999996,78.79999999999995,30.800000000000033,30.900000000000034,78.74999999999996,30.850000000000033
c235,78.69999999999996,78.79999999999995,30.900000000000034,31.000000000000036,78.74999999999996,30.950000000000035
c236,78.69999999999996,78.79999999999995,31.000000000000036,31.100000000000037,78.74999999999996,31.050000000000036
c237,78.69999999999996,78.79999999999995,31.100000000000037,31.20000000000004,78.74999999999996,31.150000000000038
c238,78.69999999999996,78.79999999999995,31.20000000000004,31.30000000000004,78.74999999999996,31.25000000000004
c239,78.69999999999996,78.79999999999995,31.30000000000004,31.40000000000004,78.74999999999996,31.35000000000004
c240,78.69999999999996,78.79999999999995,31.40000000000004,31.500000000000043,78.74999999999996,31.450000000000042
c241,78.79999999999995,78.89999999999995,28.5,28.6,78.84999999999995,28.55
c242,78.79999999999995,78.89999999999995,28.6,28.700000000000003,78.84999999999995,28.650000000000002
c243,78.79999999999995,78.89999999999995,28.700000000000003,28.800000000000004,78.84999999999995,28.750000000000004
c244,78.79999999999995,78.89999999999995,28.800000000000004,28.900000000000006,78.84999999999995,28.850000000000005
c245,78.79999999999995,78.89999999999995,28.900000000000006,29.000000000000007,78.84999999999995,28.950000000000006
c246,78.79999999999995,78.89999999999995,29.000000000000007,29.10000000000001,78.84999999999995,29.050000000000008
c247,78.79999999999995,78.89999999999995,29.10000000000001,29.20000000000001,78.84999999999995,29.15000000000001
c248,78.79999999999995,78.89999999999995,29.20000000000001,29.30000000000001,78.84999999999995,29.25000000000001
c249,78.79999999999995,78.89999999999995,29.30000000000001,29.400000000000013,78.84999999999995,29.350000000000012
c250,78.79999999999995,78.89999999999995,29.400000000000013,29.500000000000014,78.84999999999995,29.450000000000014
c251,78.79999999999995,78.89999999999995,29.500000000000014,29.600000000000016,78.84999999999995,29.550000000000015
c252,78.79999999999995,78.89999999999995,29.600000000000016,29.700000000000017,78.84999999999995,29.650000000000016
c253,78.79999999999995,78.89999999999995,29.700000000000017,29.80000000000002,78.84999999999995,29.750000000000018
c254,78.79999999999995,78.89999999999995,29.80000000000002,29.90000000000002,78.84999999999995,29.85000000000002
c255,78.79999999999995,78.89999999999995,29.90000000000002,30.00000000000002,78.84999999999995,29.95000000000002
c256,78.79999999999995,78.89999999999995,30.00000000000002,30.100000000000023,78.84999999999995,30.050000000000022
c257,78.79999999999995,78.89999999999995,30.100000000000023,30.200000000000024,78.84999999999995,30.150000000000023
c258,78.79999999999995,78.89999999999995,30.200000000000024,30.300000000000026,78.84999999999995,30.250000000000025
c259,78.79999999999995,78.89999999999995,30.300000000000026,30.400000000000027,78.84999999999995,30.350000000000026
c260,78.79999999999995,78.89999999999995,30.400000000000027,30.50000000000003,78.84999999999995,30.450000000000028
c261,78.79999999999995,78.89999999999995,30.50000000000003,30.60000000000003,78.84999999999995,30.55000000000003
c262,78.79999999999995,78.89999999999995,30.60000000000003,30.70000000000003,78.84999999999995,30.65000000000003
c263,78.79999999999995,78.89999999999995,30.70000000000003,30.800000000000033,78.84999999999995,30.750000000000032
c264,78.79999999999995,78.89999999999995,30.800000000000033,30.900000000000034,78.84999999999995,30.850000000000033
c265,78.79999999999995,78.89999999999995,30.900000000000034,31.000000000000036,78.84999999999995,30.950000000000035
c266,78.79999999999995,78.89999999999995,31.000000000000036,31.100000000000037,78.84999999999995,31.050000000000036
c267,78.79999999999995,78.89999999999995,31.100000000000037,31.20000000000004,78.84999999999995,31.150000000000038
c268,78.79999999999995,78.89999999999995,31.20000000000004,31.30000000000004,78.84999999999995,31.25000000000004
c269,78.79999999999995,78.89999999999995,31.30000000000004,31.40000000000004,78.84999999999995,31.35000000000004
c270,78.79999999999995,78.89999999999995,31.40000000000004,31.500000000000043,78.84999999999995,31.450000000000042
c271,78.89999999999995,78.99999999999994,28.5,28.6,78.94999999999995,28.55
c272,78.89999999999995,78.99999999999994,28.6,28.700000000000003,78.94999999999995,28.650000000000002
c273,78.89999999999995,78.99999999999994,28.700000000000003,28.800000000000004,78.94999999999995,28.750000000000004
c274,78.89999999999995,78.99999999999994,28.800000000000004,28.900000000000006,78.94999999999995,28.850000000000005
c275,78.89999999999995,78.99999999999994,28.900000000000006,29.000000000000007,78.94999999999995,28.950000000000006
c276,78.89999999999995,78.99999999999994,29.000000000000007,29.10000000000001,78.94999999999995,29.050000000000008
c277,78.89999999999995,78.99999999999994,29.10000000000001,29.20000000000001,78.94999999999995,29.15000000000001
c278,78.89999999999995,78.99999999999994,29.20000000000001,29.30000000000001,78.94999999999995,29.25000000000001
c279,78.89999999999995,78.99999999999994,29.30000000000001,29.400000000000013,78.94999999999995,29.350000000000012
c280,78.89999999999995,78.99999999999994,29.400000000000013,29.500000000000014,78.94999999999995,29.450000000000014
c281,78.89999999999995,78.99999999999994,29.500000000000014,29.600000000000016,78.94999999999995,29.550000000000015
c282,78.89999999999995,78.99999999999994,29.600000000000016,29.700000000000017,78.94999999999995,29.650000000000016
c283,78.89999999999995,78.99999999999994,29.700000000000017,29.80000000000002,78.94999999999995,29.750000000000018
c284,78.89999999999995,78.99999999999994,29.80000000000002,29.90000000000002,78.94999999999995,29.85000000000002
